# Chado database date: 2024-09-30 21:55
gene_systematic_id	gene_name	synonyms	gene_product
SPNCRNA.2469			non-coding RNA
SPNCRNA.247		SPNG847	non-coding RNA
SPNCRNA.2470			non-coding RNA
SPNCRNA.2471			non-coding RNA
SPNCRNA.2472			non-coding RNA
SPNCRNA.2473			non-coding RNA
SPNCRNA.2474			non-coding RNA
SPNCRNA.2475			non-coding RNA
SPNCRNA.2476			non-coding RNA
SPNCRNA.2477			non-coding RNA
SPNCRNA.2478			non-coding RNA
SPNCRNA.2479			non-coding RNA
SPNCRNA.2480			non-coding RNA
SPNCRNA.2481			non-coding RNA
SPNCRNA.2482			non-coding RNA
SPNCRNA.2483			non-coding RNA
SPNCRNA.2484			non-coding RNA
SPNCRNA.2485			non-coding RNA
SPNCRNA.2486			non-coding RNA
SPNCRNA.2487			non-coding RNA
SPNCRNA.2488			non-coding RNA
SPNCRNA.2489			non-coding RNA
SPNCRNA.249		SPNG873	non-coding RNA
SPNCRNA.2490			non-coding RNA
SPNCRNA.2491			non-coding RNA
SPNCRNA.2492			non-coding RNA
SPNCRNA.2493			non-coding RNA
SPNCRNA.2494			non-coding RNA
SPNCRNA.2495			non-coding RNA
SPNCRNA.2496			non-coding RNA
SPNCRNA.2497			non-coding RNA
SPNCRNA.2498			non-coding RNA
SPNCRNA.2499			non-coding RNA
SPNCRNA.25	prl25	atp7-antisense-1	non-coding RNA
SPNCRNA.2500			non-coding RNA
SPNCRNA.2501			non-coding RNA
SPNCRNA.2502			non-coding RNA
SPNCRNA.2503			non-coding RNA
SPNCRNA.2504			non-coding RNA
SPNCRNA.2505			non-coding RNA
SPNCRNA.2506			non-coding RNA
SPNCRNA.2507			non-coding RNA
SPNCRNA.2508			non-coding RNA
SPNCRNA.2509			non-coding RNA
SPNCRNA.2510			non-coding RNA
SPNCRNA.2511			non-coding RNA
SPNCRNA.2512			non-coding RNA
SPNCRNA.2513			non-coding RNA
SPNCRNA.2514			non-coding RNA
SPNCRNA.2515			non-coding RNA
SPNCRNA.2516			non-coding RNA
SPNCRNA.2517			non-coding RNA
SPNCRNA.2518			non-coding RNA
SPNCRNA.2519			non-coding RNA
SPNCRNA.252			non-coding RNA, LTR associated
SPNCRNA.2520			non-coding RNA
SPNCRNA.2521			non-coding RNA
SPNCRNA.2522			non-coding RNA
SPNCRNA.2523			non-coding RNA
SPNCRNA.2524			non-coding RNA
SPNCRNA.2525			non-coding RNA
SPNCRNA.2526			non-coding RNA
SPNCRNA.2527			non-coding RNA
SPNCRNA.2528			non-coding RNA
SPNCRNA.2529			non-coding RNA, antisense to tRNA
SPNCRNA.253		SPNG905	non-coding RNA
SPNCRNA.2530			non-coding RNA
SPNCRNA.2531			non-coding RNA
SPNCRNA.2532			non-coding RNA
SPNCRNA.2533			non-coding RNA
SPNCRNA.2534			non-coding RNA
SPNCRNA.2535			non-coding RNA
SPNCRNA.2536			non-coding RNA
SPNCRNA.2537			non-coding RNA
SPNCRNA.2538			non-coding RNA
SPNCRNA.2539			non-coding RNA
SPNCRNA.2540			non-coding RNA
SPNCRNA.2541			non-coding RNA
SPNCRNA.2542			non-coding RNA
SPNCRNA.2543			non-coding RNA
SPNCRNA.2544			non-coding RNA
SPNCRNA.2545			non-coding RNA
SPNCRNA.2546			non-coding RNA
SPNCRNA.2547			non-coding RNA
SPNCRNA.2548			non-coding RNA
SPNCRNA.2549			non-coding RNA
SPNCRNA.255		SPNG920	non-coding RNA
SPNCRNA.2550			non-coding RNA
SPNCRNA.2551			non-coding RNA
SPNCRNA.2552			non-coding RNA
SPNCRNA.2553			non-coding RNA
SPNCRNA.2554			non-coding RNA
SPNCRNA.2555			non-coding RNA
SPNCRNA.2556			non-coding RNA
SPNCRNA.2557			non-coding RNA
SPNCRNA.2558			non-coding RNA
SPNCRNA.2559			non-coding RNA
SPNCRNA.256		SPNG937	non-coding RNA
SPNCRNA.2560			non-coding RNA
SPNCRNA.2561			non-coding RNA
SPNCRNA.2562			non-coding RNA
SPNCRNA.2563			non-coding RNA
SPNCRNA.2564			non-coding RNA
SPNCRNA.2565			non-coding RNA
SPNCRNA.2566			non-coding RNA
SPNCRNA.2567			non-coding RNA
SPNCRNA.2568			non-coding RNA
SPNCRNA.2569			non-coding RNA
SPNCRNA.257		SPNG944	non-coding RNA
SPNCRNA.2570			non-coding RNA
SPNCRNA.2571			non-coding RNA
SPNCRNA.2572			non-coding RNA
SPNCRNA.2573			non-coding RNA
SPNCRNA.2574			non-coding RNA
SPNCRNA.2575			non-coding RNA
SPNCRNA.2576			non-coding RNA
SPNCRNA.2577			non-coding RNA
SPNCRNA.2578			non-coding RNA
SPNCRNA.2579			non-coding RNA
SPNCRNA.258		SPNG950	non-coding RNA
SPNCRNA.2580			non-coding RNA
SPNCRNA.2581			non-coding RNA
SPNCRNA.2582			non-coding RNA
SPNCRNA.2583			non-coding RNA
SPNCRNA.2584			non-coding RNA
SPNCRNA.2585			non-coding RNA
SPNCRNA.2586			non-coding RNA
SPNCRNA.2587			non-coding RNA
SPNCRNA.2588			non-coding RNA
SPNCRNA.2589			non-coding RNA
SPNCRNA.2590			non-coding RNA
SPNCRNA.2591			non-coding RNA
SPNCRNA.2592			non-coding RNA
SPNCRNA.2593			non-coding RNA
SPNCRNA.2594			non-coding RNA
SPNCRNA.2595			non-coding RNA
SPNCRNA.2596			non-coding RNA
SPNCRNA.2597			non-coding RNA
SPNCRNA.2598			non-coding RNA
SPNCRNA.2599			non-coding RNA
SPNCRNA.26	prl26		non-coding RNA, poly(A)-bearing
SPNCRNA.260		SPNG987	non-coding RNA
SPNCRNA.2600			non-coding RNA
SPNCRNA.2601			non-coding RNA
SPNCRNA.2602			non-coding RNA
SPNCRNA.2603			non-coding RNA
SPNCRNA.2604			non-coding RNA
SPNCRNA.2605			non-coding RNA
SPNCRNA.2606			non-coding RNA
SPNCRNA.2607			non-coding RNA
SPNCRNA.2608			non-coding RNA
SPNCRNA.2609			non-coding RNA
SPNCRNA.261		SPNG996	non-coding RNA
SPNCRNA.2610			non-coding RNA
SPNCRNA.2611			non-coding RNA
SPNCRNA.2612			non-coding RNA
SPNCRNA.2613			non-coding RNA
SPNCRNA.2614			non-coding RNA
SPNCRNA.2615			non-coding RNA
SPNCRNA.2616			non-coding RNA
SPNCRNA.2617			non-coding RNA
SPNCRNA.2618			non-coding RNA
SPNCRNA.2619			non-coding RNA
SPNCRNA.2620			non-coding RNA
SPNCRNA.2621			non-coding RNA
SPNCRNA.2622			non-coding RNA
SPNCRNA.2623			non-coding RNA
SPNCRNA.2624			non-coding RNA
SPNCRNA.2625			non-coding RNA
SPNCRNA.2626			non-coding RNA
SPNCRNA.2627			non-coding RNA
SPNCRNA.2628			non-coding RNA
SPNCRNA.2629			non-coding RNA
SPNCRNA.2630			non-coding RNA
SPNCRNA.2631			non-coding RNA
SPNCRNA.2632			non-coding RNA
SPNCRNA.2633			non-coding RNA
SPNCRNA.2634			non-coding RNA
SPNCRNA.2635			non-coding RNA
SPNCRNA.2636			non-coding RNA
SPNCRNA.2637			non-coding RNA
SPNCRNA.2638			non-coding RNA
SPNCRNA.2639			non-coding RNA
SPNCRNA.264		SPNG1028	non-coding RNA
SPNCRNA.2640			non-coding RNA
SPNCRNA.2641			non-coding RNA
SPNCRNA.2642			non-coding RNA
SPNCRNA.2643			non-coding RNA
SPNCRNA.2644			non-coding RNA
SPNCRNA.2645			non-coding RNA
SPNCRNA.2646			non-coding RNA
SPNCRNA.2647			non-coding RNA
SPNCRNA.2648			non-coding RNA
SPNCRNA.2649			non-coding RNA
SPNCRNA.2650			non-coding RNA
SPNCRNA.2651			non-coding RNA
SPNCRNA.2652			non-coding RNA
SPNCRNA.2653			non-coding RNA
SPNCRNA.2654			non-coding RNA
SPNCRNA.2655			non-coding RNA
SPNCRNA.2656			non-coding RNA
SPNCRNA.2657			non-coding RNA
SPNCRNA.2658			non-coding RNA
SPNCRNA.2659			non-coding RNA
SPNCRNA.266		SPNG1033	non-coding RNA
SPNCRNA.2660			non-coding RNA
SPNCRNA.2661			non-coding RNA
SPNCRNA.2662			non-coding RNA
SPNCRNA.2663			non-coding RNA
SPNCRNA.2664			non-coding RNA
SPNCRNA.2665			non-coding RNA
SPNCRNA.2666			non-coding RNA
SPNCRNA.2667			non-coding RNA
SPNCRNA.2668			non-coding RNA
SPNCRNA.2669			non-coding RNA
SPNCRNA.267		SPNG1034	non-coding RNA
SPNCRNA.2670			non-coding RNA
SPNCRNA.2671			non-coding RNA
SPNCRNA.2672			non-coding RNA
SPNCRNA.2673			non-coding RNA
SPNCRNA.2674			non-coding RNA
SPNCRNA.2675			non-coding RNA
SPNCRNA.2676			non-coding RNA
SPNCRNA.2677			non-coding RNA
SPNCRNA.2678			non-coding RNA
SPNCRNA.2679			non-coding RNA
SPNCRNA.268		SPNG1035	non-coding RNA
SPNCRNA.2680			non-coding RNA
SPNCRNA.2681			non-coding RNA
SPNCRNA.2682			non-coding RNA
SPNCRNA.2683			non-coding RNA
SPNCRNA.2684			non-coding RNA
SPNCRNA.2685			non-coding RNA
SPNCRNA.2686			non-coding RNA
SPNCRNA.2687			non-coding RNA
SPNCRNA.2688			non-coding RNA
SPNCRNA.2689			non-coding RNA
SPNCRNA.269		SPNG1039	non-coding RNA
SPNCRNA.2690			non-coding RNA
SPNCRNA.2691			non-coding RNA
SPNCRNA.2692			non-coding RNA
SPNCRNA.2693			non-coding RNA
SPNCRNA.2694			non-coding RNA
SPNCRNA.2695			non-coding RNA
SPNCRNA.2696			non-coding RNA
SPNCRNA.2697			non-coding RNA
SPNCRNA.2698			non-coding RNA
SPNCRNA.2699			non-coding RNA
SPNCRNA.27	prl27		small non-coding RNA, poly(A)-bearing, not reproduced
SPNCRNA.270		SPNG1041	non-coding RNA
SPNCRNA.2700			non-coding RNA
SPNCRNA.2701			non-coding RNA
SPNCRNA.2702			non-coding RNA
SPNCRNA.2703			non-coding RNA
SPNCRNA.2704			non-coding RNA
SPNCRNA.2705			non-coding RNA
SPNCRNA.2706			non-coding RNA
SPNCRNA.2707			non-coding RNA
SPNCRNA.2708			non-coding RNA
SPNCRNA.2709			non-coding RNA
SPNCRNA.271		SPNG1044	non-coding RNA
SPNCRNA.2710			non-coding RNA
SPNCRNA.2711			non-coding RNA
SPNCRNA.2712			non-coding RNA
SPNCRNA.2713			non-coding RNA
SPNCRNA.2714			non-coding RNA
SPNCRNA.2715			non-coding RNA
SPNCRNA.2716			non-coding RNA
SPNCRNA.2717			non-coding RNA
SPNCRNA.2718			non-coding RNA
SPNCRNA.2719			non-coding RNA
SPNCRNA.2720			non-coding RNA
SPNCRNA.2721			non-coding RNA
SPNCRNA.2722			non-coding RNA
SPNCRNA.2723			non-coding RNA
SPNCRNA.2724			non-coding RNA
SPNCRNA.2725			non-coding RNA
SPNCRNA.2726			non-coding RNA
SPNCRNA.2727			non-coding RNA
SPNCRNA.2728			non-coding RNA
SPNCRNA.2729			non-coding RNA
SPNCRNA.273		SPNG1046	small non-coding RNA
SPNCRNA.2730			non-coding RNA
SPNCRNA.2731			non-coding RNA
SPNCRNA.2732			non-coding RNA
SPNCRNA.2733			non-coding RNA
SPNCRNA.2734			non-coding RNA
SPNCRNA.2735			non-coding RNA
SPNCRNA.2736			non-coding RNA
SPNCRNA.2737			non-coding RNA
SPNCRNA.2738			non-coding RNA
SPNCRNA.2739			non-coding RNA
SPNCRNA.274		SPNG1047,SPNCRNA.1084	non-coding RNA
SPNCRNA.2740			non-coding RNA
SPNCRNA.2741			non-coding RNA
SPNCRNA.2742			non-coding RNA
SPNCRNA.2743			non-coding RNA
SPNCRNA.2744			non-coding RNA
SPNCRNA.2745			non-coding RNA
SPNCRNA.2746			non-coding RNA
SPNCRNA.2747			non-coding RNA
SPNCRNA.2748			non-coding RNA
SPNCRNA.2749			non-coding RNA
SPNCRNA.275		SPNG1049	non-coding RNA
SPNCRNA.2750			non-coding RNA
SPNCRNA.2751			non-coding RNA
SPNCRNA.2752			non-coding RNA
SPNCRNA.2753			non-coding RNA
SPNCRNA.2754			non-coding RNA
SPNCRNA.2755			non-coding RNA
SPNCRNA.2756			non-coding RNA
SPNCRNA.2757			non-coding RNA
SPNCRNA.2758			non-coding RNA
SPNCRNA.2759			non-coding RNA
SPNCRNA.276		SPNG1050	non-coding RNA
SPNCRNA.2760			non-coding RNA
SPNCRNA.2761			non-coding RNA
SPNCRNA.2762			non-coding RNA
SPNCRNA.2763			non-coding RNA
SPNCRNA.2764			non-coding RNA
SPNCRNA.2765			non-coding RNA
SPNCRNA.2766			non-coding RNA
SPNCRNA.2767			non-coding RNA
SPNCRNA.2768			non-coding RNA
SPNCRNA.2769			non-coding RNA
SPNCRNA.2770			non-coding RNA
SPNCRNA.2771			non-coding RNA
SPNCRNA.2772			non-coding RNA
SPNCRNA.2773			non-coding RNA
SPNCRNA.2774			non-coding RNA
SPNCRNA.2775			non-coding RNA
SPNCRNA.2776			non-coding RNA
SPNCRNA.2777			non-coding RNA
SPNCRNA.2778			non-coding RNA
SPNCRNA.2779			non-coding RNA
SPNCRNA.278		SPNG1057	non-coding RNA
SPNCRNA.2780			non-coding RNA
SPNCRNA.2781			non-coding RNA
SPNCRNA.2782			non-coding RNA
SPNCRNA.2783			non-coding RNA
SPNCRNA.2784			non-coding RNA
SPNCRNA.2785			non-coding RNA
SPNCRNA.2786			non-coding RNA
SPNCRNA.2787			non-coding RNA
SPNCRNA.2788			non-coding RNA
SPNCRNA.2789			non-coding RNA
SPNCRNA.279		SPNG1066	non-coding RNA
SPNCRNA.2790			non-coding RNA
SPNCRNA.2791			non-coding RNA
SPNCRNA.2792			non-coding RNA
SPNCRNA.2793			non-coding RNA
SPNCRNA.2794			non-coding RNA
SPNCRNA.2795			non-coding RNA
SPNCRNA.2796			non-coding RNA
SPNCRNA.2797			non-coding RNA
SPNCRNA.2798			non-coding RNA
SPNCRNA.2799			non-coding RNA
SPNCRNA.28	prl28		non-coding RNA, poly(A) bearing (predicted)
SPNCRNA.280		SPNG1068	non-coding RNA
SPNCRNA.2800			non-coding RNA
SPNCRNA.2801			non-coding RNA
SPNCRNA.2802			non-coding RNA
SPNCRNA.2803			non-coding RNA
SPNCRNA.2804			non-coding RNA
SPNCRNA.2805			non-coding RNA
SPNCRNA.2806			non-coding RNA
SPNCRNA.2807			non-coding RNA
SPNCRNA.2808			non-coding RNA
SPNCRNA.2809			non-coding RNA
SPNCRNA.281		SPNG1069	non-coding RNA
SPNCRNA.2810			non-coding RNA
SPNCRNA.2811			non-coding RNA
SPNCRNA.2812			non-coding RNA
SPNCRNA.2813			non-coding RNA
SPNCRNA.2814			non-coding RNA
SPNCRNA.2815			non-coding RNA
SPNCRNA.2816			non-coding RNA
SPNCRNA.2817			non-coding RNA
SPNCRNA.2818			non-coding RNA
SPNCRNA.2819			non-coding RNA
SPNCRNA.282		SPNG1070	non-coding RNA
SPNCRNA.2820			non-coding RNA
SPNCRNA.2821			non-coding RNA
SPNCRNA.2822			non-coding RNA
SPNCRNA.2823			non-coding RNA
SPNCRNA.2824			non-coding RNA
SPNCRNA.2825			non-coding RNA
SPNCRNA.2826			non-coding RNA
SPNCRNA.2827			non-coding RNA
SPNCRNA.2828			non-coding RNA
SPNCRNA.2829			non-coding RNA
SPNCRNA.283		SPNG1072	non-coding RNA
SPNCRNA.2830			non-coding RNA
SPNCRNA.2831			non-coding RNA
SPNCRNA.2832			non-coding RNA
SPNCRNA.2833			non-coding RNA
SPNCRNA.2834			non-coding RNA
SPNCRNA.2835			non-coding RNA
SPNCRNA.2836			non-coding RNA
SPNCRNA.2837			non-coding RNA
SPNCRNA.2838			non-coding RNA
SPNCRNA.2839			non-coding RNA
SPNCRNA.284		SPNG1073	non-coding RNA
SPNCRNA.2840			non-coding RNA
SPNCRNA.2841			non-coding RNA
SPNCRNA.2842			non-coding RNA
SPNCRNA.2843			non-coding RNA
SPNCRNA.2844			non-coding RNA
SPNCRNA.2845			non-coding RNA
SPNCRNA.2846			non-coding RNA
SPNCRNA.2847			non-coding RNA
SPNCRNA.2848			non-coding RNA
SPNCRNA.2849			non-coding RNA
SPNCRNA.2850			non-coding RNA
SPNCRNA.2851			non-coding RNA
SPNCRNA.2852			non-coding RNA
SPNCRNA.2853			non-coding RNA
SPNCRNA.2854			non-coding RNA
SPNCRNA.2855			non-coding RNA
SPNCRNA.2856			non-coding RNA
SPNCRNA.2857			non-coding RNA
SPNCRNA.2858			non-coding RNA
SPNCRNA.2859			non-coding RNA
SPNCRNA.286		SPNG450	small non-coding RNA, LTR proximal
SPNCRNA.2860			non-coding RNA
SPNCRNA.2861			non-coding RNA
SPNCRNA.2862			non-coding RNA
SPNCRNA.2863			non-coding RNA
SPNCRNA.2864			non-coding RNA
SPNCRNA.2865			non-coding RNA
SPNCRNA.2866			non-coding RNA
SPNCRNA.2867			non-coding RNA
SPNCRNA.2868			non-coding RNA
SPNCRNA.2869			non-coding RNA
SPNCRNA.287		SPNCRNA.1300,SPNG1093	non-coding RNA
SPNCRNA.2870			non-coding RNA
SPNCRNA.2871			non-coding RNA
SPNCRNA.2872			non-coding RNA
SPNCRNA.2873			non-coding RNA
SPNCRNA.2874			non-coding RNA
SPNCRNA.2875			non-coding RNA
SPNCRNA.2876			non-coding RNA
SPNCRNA.2877			non-coding RNA
SPNCRNA.2878			non-coding RNA
SPNCRNA.2879			non-coding RNA
SPNCRNA.2880			non-coding RNA
SPNCRNA.2881			non-coding RNA
SPNCRNA.2882			non-coding RNA
SPNCRNA.2883			non-coding RNA
SPNCRNA.2884			non-coding RNA
SPNCRNA.2885			non-coding RNA
SPNCRNA.2886			non-coding RNA
SPNCRNA.2887			non-coding RNA
SPNCRNA.2888			non-coding RNA
SPNCRNA.2889			non-coding RNA
SPNCRNA.2890			non-coding RNA
SPNCRNA.2891			non-coding RNA
SPNCRNA.2892			non-coding RNA
SPNCRNA.2893			non-coding RNA
SPNCRNA.2894			non-coding RNA
SPNCRNA.2895			non-coding RNA
SPNCRNA.2896			non-coding RNA
SPNCRNA.2897			non-coding RNA
SPNCRNA.2898			non-coding RNA
SPNCRNA.2899			non-coding RNA
SPNCRNA.29	meu19	prl29,SPNCRNA.1295	non-coding RNA, poly(A)-bearing
SPNCRNA.2900			non-coding RNA
SPNCRNA.2901			non-coding RNA
SPNCRNA.2902			non-coding RNA
SPNCRNA.2903			non-coding RNA
SPNCRNA.2904			non-coding RNA
SPNCRNA.2905			non-coding RNA
SPNCRNA.2906			non-coding RNA
SPNCRNA.2907			non-coding RNA
SPNCRNA.2908			non-coding RNA
SPNCRNA.2909			non-coding RNA
SPNCRNA.291		SPNCRNA.1308,SPNG1116	non-coding RNA
SPNCRNA.2910			non-coding RNA
SPNCRNA.2911			non-coding RNA
SPNCRNA.2912			non-coding RNA
SPNCRNA.2913			non-coding RNA
SPNCRNA.2914			non-coding RNA
SPNCRNA.2915			non-coding RNA
SPNCRNA.2916			non-coding RNA
SPNCRNA.2917			non-coding RNA
SPNCRNA.2918			non-coding RNA
SPNCRNA.2919			non-coding RNA
SPNCRNA.292		SPNG1122	non-coding RNA
SPNCRNA.2920			non-coding RNA
SPNCRNA.2921			non-coding RNA
SPNCRNA.2922			non-coding RNA
SPNCRNA.2923			non-coding RNA
SPNCRNA.2924			non-coding RNA
SPNCRNA.2925			non-coding RNA
SPNCRNA.2926			non-coding RNA
SPNCRNA.2927			non-coding RNA
SPNCRNA.2928			non-coding RNA
SPNCRNA.2929			non-coding RNA
SPNCRNA.293		SPNCRNA.1311,SPNG1125	non-coding RNA
SPNCRNA.2930			non-coding RNA
SPNCRNA.2931			non-coding RNA
SPNCRNA.2932			non-coding RNA
SPNCRNA.2933			non-coding RNA
SPNCRNA.2934			non-coding RNA
SPNCRNA.2935			non-coding RNA
SPNCRNA.2936			non-coding RNA
SPNCRNA.2937			non-coding RNA
SPNCRNA.2938			non-coding RNA
SPNCRNA.2939			non-coding RNA
SPNCRNA.294		SPNG1126	non-coding RNA
SPNCRNA.2940			non-coding RNA
SPNCRNA.2941			non-coding RNA
SPNCRNA.2942			non-coding RNA
SPNCRNA.2943			non-coding RNA
SPNCRNA.2944			non-coding RNA
SPNCRNA.2945			non-coding RNA
SPNCRNA.2946			non-coding RNA
SPNCRNA.2947			non-coding RNA
SPNCRNA.2948			non-coding RNA
SPNCRNA.2949			non-coding RNA
SPNCRNA.2950			non-coding RNA
SPNCRNA.2951			non-coding RNA
SPNCRNA.2952			non-coding RNA
SPNCRNA.2953			non-coding RNA
SPNCRNA.2954			non-coding RNA
SPNCRNA.2955			non-coding RNA
SPNCRNA.2956			non-coding RNA
SPNCRNA.2957			non-coding RNA
SPNCRNA.2958			non-coding RNA
SPNCRNA.2959			non-coding RNA
SPNCRNA.296		SPNG1135	non-coding RNA
SPNCRNA.2960			non-coding RNA
SPNCRNA.2961			non-coding RNA
SPNCRNA.2962			non-coding RNA
SPNCRNA.2963			non-coding RNA
SPNCRNA.2964			non-coding RNA
SPNCRNA.2965			non-coding RNA
SPNCRNA.2966			non-coding RNA
SPNCRNA.2967			non-coding RNA
SPNCRNA.2968			non-coding RNA
SPNCRNA.2969			non-coding RNA
SPNCRNA.297		SPNG1136	non-coding RNA
SPNCRNA.2970			non-coding RNA
SPNCRNA.2971			non-coding RNA
SPNCRNA.2972			non-coding RNA
SPNCRNA.2973			non-coding RNA
SPNCRNA.2974			non-coding RNA
SPNCRNA.2975			non-coding RNA
SPNCRNA.2976			non-coding RNA
SPNCRNA.2977			non-coding RNA
SPNCRNA.2978			non-coding RNA
SPNCRNA.2979			non-coding RNA
SPNCRNA.298		SPNG1143	non-coding RNA
SPNCRNA.2980			non-coding RNA
SPNCRNA.2981			non-coding RNA
SPNCRNA.2982			non-coding RNA
SPNCRNA.2983			non-coding RNA
SPNCRNA.2984			non-coding RNA
SPNCRNA.2985			non-coding RNA
SPNCRNA.2986			non-coding RNA
SPNCRNA.2987			non-coding RNA
SPNCRNA.2988			non-coding RNA
SPNCRNA.2989			non-coding RNA
SPNCRNA.2990			non-coding RNA
SPNCRNA.2991			non-coding RNA
SPNCRNA.2992			non-coding RNA
SPNCRNA.2993			non-coding RNA
SPNCRNA.2994			non-coding RNA
SPNCRNA.2995			non-coding RNA
SPNCRNA.2996			non-coding RNA
SPNCRNA.2997			non-coding RNA
SPNCRNA.2998			non-coding RNA
SPNCRNA.2999			non-coding RNA
SPNCRNA.30		SPNGAF530	non-coding RNA
SPNCRNA.300		SPNG1164	non-coding RNA
SPNCRNA.3000			non-coding RNA
SPNCRNA.3001			non-coding RNA
SPNCRNA.3002			non-coding RNA
SPNCRNA.3003			non-coding RNA
SPNCRNA.3004			non-coding RNA
SPNCRNA.3005			non-coding RNA
SPNCRNA.3006			non-coding RNA
SPNCRNA.3007			non-coding RNA
SPNCRNA.3008			non-coding RNA
SPNCRNA.3009			non-coding RNA
SPNCRNA.301		SPNG1179	non-coding RNA
SPNCRNA.3010			non-coding RNA
SPNCRNA.3011			non-coding RNA
SPNCRNA.3012			non-coding RNA
SPNCRNA.3013			non-coding RNA
SPNCRNA.3014			non-coding RNA
SPNCRNA.3015			non-coding RNA
SPNCRNA.3016			non-coding RNA
SPNCRNA.3017			non-coding RNA
SPNCRNA.3018			non-coding RNA
SPNCRNA.3019			non-coding RNA
SPNCRNA.3020			non-coding RNA
SPNCRNA.3021			non-coding RNA
SPNCRNA.3022			non-coding RNA
SPNCRNA.3023			non-coding RNA
SPNCRNA.3024			non-coding RNA
SPNCRNA.3025			non-coding RNA
SPNCRNA.3026			non-coding RNA
SPNCRNA.3027			non-coding RNA
SPNCRNA.3028			non-coding RNA
SPNCRNA.3029			non-coding RNA
SPNCRNA.3030			non-coding RNA
SPNCRNA.3031			non-coding RNA
SPNCRNA.3032			non-coding RNA
SPNCRNA.3033			non-coding RNA
SPNCRNA.3034			non-coding RNA
SPNCRNA.3035			non-coding RNA
SPNCRNA.3036			non-coding RNA
SPNCRNA.3037			non-coding RNA
SPNCRNA.3038			non-coding RNA
SPNCRNA.3039			non-coding RNA
SPNCRNA.304		SPNCRNA.1347,SPNG1193	non-coding RNA
SPNCRNA.3040			non-coding RNA
SPNCRNA.3041			non-coding RNA
SPNCRNA.3042			non-coding RNA
SPNCRNA.3043			non-coding RNA
SPNCRNA.3044			non-coding RNA
SPNCRNA.3045			non-coding RNA
SPNCRNA.3046			non-coding RNA
SPNCRNA.3047			non-coding RNA
SPNCRNA.3048			non-coding RNA
SPNCRNA.3049			non-coding RNA
SPNCRNA.305		SPNG1197	non-coding RNA
SPNCRNA.3050			non-coding RNA
SPNCRNA.3051			non-coding RNA
SPNCRNA.3052			non-coding RNA
SPNCRNA.3053			non-coding RNA
SPNCRNA.3054			non-coding RNA
SPNCRNA.3055			non-coding RNA
SPNCRNA.3056			non-coding RNA
SPNCRNA.3057			non-coding RNA
SPNCRNA.3058			non-coding RNA
SPNCRNA.3059			non-coding RNA
SPNCRNA.306		SPNG798-99,SPNCRNA.962	non-coding RNA
SPNCRNA.3060			non-coding RNA
SPNCRNA.3061			non-coding RNA
SPNCRNA.3062			non-coding RNA
SPNCRNA.3063			non-coding RNA
SPNCRNA.3064			non-coding RNA
SPNCRNA.3065			non-coding RNA
SPNCRNA.3066			non-coding RNA
SPNCRNA.3067			non-coding RNA
SPNCRNA.3068			non-coding RNA
SPNCRNA.3069			non-coding RNA
SPNCRNA.307		SPNG1211	small non-coding RNA, late meiosis specific
SPNCRNA.3070			non-coding RNA
SPNCRNA.3071			non-coding RNA
SPNCRNA.3072			non-coding RNA
SPNCRNA.3073			non-coding RNA
SPNCRNA.3074			non-coding RNA
SPNCRNA.3075			non-coding RNA
SPNCRNA.3076			non-coding RNA
SPNCRNA.3077			non-coding RNA
SPNCRNA.3078			non-coding RNA
SPNCRNA.3079			non-coding RNA
SPNCRNA.3080			non-coding RNA
SPNCRNA.3081			non-coding RNA
SPNCRNA.3082			non-coding RNA
SPNCRNA.3083			non-coding RNA
SPNCRNA.3084			non-coding RNA
SPNCRNA.3085			non-coding RNA
SPNCRNA.3086			non-coding RNA
SPNCRNA.3087			non-coding RNA
SPNCRNA.3088			non-coding RNA
SPNCRNA.3089			non-coding RNA
SPNCRNA.3090			non-coding RNA
SPNCRNA.3091			non-coding RNA
SPNCRNA.3092			non-coding RNA
SPNCRNA.3093			non-coding RNA
SPNCRNA.3094			non-coding RNA
SPNCRNA.3095			non-coding RNA
SPNCRNA.3096			non-coding RNA
SPNCRNA.3097			non-coding RNA
SPNCRNA.3098			non-coding RNA
SPNCRNA.3099			non-coding RNA
SPNCRNA.31		prl31	non-coding RNA
SPNCRNA.3100			non-coding RNA
SPNCRNA.3101			non-coding RNA
SPNCRNA.3102			non-coding RNA
SPNCRNA.3103			non-coding RNA
SPNCRNA.3104			non-coding RNA
SPNCRNA.3105			non-coding RNA
SPNCRNA.3106			non-coding RNA
SPNCRNA.3107			non-coding RNA
SPNCRNA.3108			non-coding RNA
SPNCRNA.3109			non-coding RNA
SPNCRNA.311		SPNG861	non-coding RNA
SPNCRNA.3110			non-coding RNA
SPNCRNA.3111			non-coding RNA
SPNCRNA.3113			non-coding RNA
SPNCRNA.3114			non-coding RNA
SPNCRNA.3115			non-coding RNA
SPNCRNA.3116			non-coding RNA
SPNCRNA.3117			non-coding RNA
SPNCRNA.3118			non-coding RNA
SPNCRNA.3119			non-coding RNA
SPNCRNA.312		SPNG1231-32	non-coding RNA
SPNCRNA.3120			non-coding RNA
SPNCRNA.3121			non-coding RNA
SPNCRNA.3122			non-coding RNA
SPNCRNA.3123			non-coding RNA
SPNCRNA.3124			non-coding RNA
SPNCRNA.3125			non-coding RNA
SPNCRNA.3126			non-coding RNA
SPNCRNA.3127			non-coding RNA
