# Chado database date: 2024-09-30 21:55
gene_systematic_id	gene_name	synonyms	gene_product
SPNCRNA.4420			non-coding RNA
SPNCRNA.4421			non-coding RNA
SPNCRNA.4422			non-coding RNA
SPNCRNA.4423			non-coding RNA
SPNCRNA.4424			non-coding RNA
SPNCRNA.4425			non-coding RNA
SPNCRNA.4426			non-coding RNA
SPNCRNA.4427			non-coding RNA
SPNCRNA.4428			non-coding RNA
SPNCRNA.4429			non-coding RNA
SPNCRNA.443		SPNG1984-85	non-coding RNA
SPNCRNA.4430			non-coding RNA
SPNCRNA.4431			non-coding RNA
SPNCRNA.4432			non-coding RNA
SPNCRNA.4433			non-coding RNA
SPNCRNA.4434			non-coding RNA
SPNCRNA.4435			non-coding RNA
SPNCRNA.4436			non-coding RNA
SPNCRNA.4437			non-coding RNA
SPNCRNA.4438			non-coding RNA
SPNCRNA.4439			non-coding RNA
SPNCRNA.4440			non-coding RNA
SPNCRNA.4441			non-coding RNA
SPNCRNA.4442			non-coding RNA
SPNCRNA.4443			non-coding RNA
SPNCRNA.4444			non-coding RNA
SPNCRNA.4445			non-coding RNA
SPNCRNA.4446			non-coding RNA
SPNCRNA.4447			non-coding RNA
SPNCRNA.4448			non-coding RNA
SPNCRNA.4449			non-coding RNA
SPNCRNA.445	snoR61	SPNGAF57	small nucleolar RNA snR61
SPNCRNA.4450			non-coding RNA
SPNCRNA.4451			non-coding RNA
SPNCRNA.4452			non-coding RNA
SPNCRNA.4453			non-coding RNA
SPNCRNA.4454			non-coding RNA
SPNCRNA.4455			non-coding RNA
SPNCRNA.4456			non-coding RNA
SPNCRNA.4457			non-coding RNA
SPNCRNA.4458			non-coding RNA
SPNCRNA.4459			non-coding RNA
SPNCRNA.446		SPNG1998	non-coding RNA
SPNCRNA.4460			non-coding RNA
SPNCRNA.4461			non-coding RNA
SPNCRNA.4462			non-coding RNA
SPNCRNA.4463			non-coding RNA
SPNCRNA.4464			non-coding RNA
SPNCRNA.4465			non-coding RNA
SPNCRNA.4466			non-coding RNA
SPNCRNA.4467			non-coding RNA
SPNCRNA.4468			non-coding RNA
SPNCRNA.4469			non-coding RNA
SPNCRNA.4470			non-coding RNA
SPNCRNA.4471			non-coding RNA
SPNCRNA.4472			non-coding RNA
SPNCRNA.4473			non-coding RNA
SPNCRNA.4474			non-coding RNA
SPNCRNA.4475			non-coding RNA
SPNCRNA.4476			non-coding RNA
SPNCRNA.4477			non-coding RNA
SPNCRNA.4478			non-coding RNA
SPNCRNA.4479			non-coding RNA
SPNCRNA.448		SPNG2003	non-coding RNA
SPNCRNA.4480			non-coding RNA
SPNCRNA.4481			non-coding RNA
SPNCRNA.4482			non-coding RNA
SPNCRNA.4483			non-coding RNA
SPNCRNA.4484			non-coding RNA
SPNCRNA.4485			non-coding RNA
SPNCRNA.4486			non-coding RNA
SPNCRNA.4487			non-coding RNA
SPNCRNA.4488			non-coding RNA
SPNCRNA.4489			non-coding RNA
SPNCRNA.449		SPNG2016	non-coding RNA
SPNCRNA.4490			non-coding RNA
SPNCRNA.4491			non-coding RNA
SPNCRNA.4492			non-coding RNA
SPNCRNA.4493			non-coding RNA
SPNCRNA.4494			non-coding RNA
SPNCRNA.4495			non-coding RNA
SPNCRNA.4497			non-coding RNA
SPNCRNA.4498			non-coding RNA
SPNCRNA.45	prl45		non-coding RNA, poly(A)-bearing
SPNCRNA.450		SPNG2021	small non-coding RNA, LTR proximal (predicted)
SPNCRNA.4500			non-coding RNA
SPNCRNA.4501			non-coding RNA
SPNCRNA.4502			non-coding RNA
SPNCRNA.4503			non-coding RNA
SPNCRNA.4504			non-coding RNA
SPNCRNA.4505			non-coding RNA
SPNCRNA.4506			non-coding RNA
SPNCRNA.4507			non-coding RNA
SPNCRNA.4508			non-coding RNA
SPNCRNA.4509			non-coding RNA
SPNCRNA.451		SPNG2023	non-coding RNA
SPNCRNA.4510			non-coding RNA
SPNCRNA.4511			non-coding RNA
SPNCRNA.4512			non-coding RNA
SPNCRNA.4513			non-coding RNA
SPNCRNA.4514			non-coding RNA
SPNCRNA.4515			non-coding RNA
SPNCRNA.4516			non-coding RNA
SPNCRNA.4517			non-coding RNA
SPNCRNA.4518			non-coding RNA
SPNCRNA.4519			non-coding RNA
SPNCRNA.452		SPNG2025	non-coding RNA
SPNCRNA.4520			non-coding RNA
SPNCRNA.4521			non-coding RNA
SPNCRNA.4522			non-coding RNA
SPNCRNA.4523			non-coding RNA
SPNCRNA.4524			non-coding RNA
SPNCRNA.4525			non-coding RNA
SPNCRNA.4526			non-coding RNA
SPNCRNA.4527			non-coding RNA
SPNCRNA.4528			non-coding RNA
SPNCRNA.4529			non-coding RNA
SPNCRNA.453		SPNG2030	non-coding RNA
SPNCRNA.4530			non-coding RNA
SPNCRNA.4531			non-coding RNA
SPNCRNA.4532			non-coding RNA
SPNCRNA.4533			non-coding RNA
SPNCRNA.4534			non-coding RNA
SPNCRNA.4535			non-coding RNA
SPNCRNA.4536			non-coding RNA
SPNCRNA.4537			non-coding RNA
SPNCRNA.4539			non-coding RNA
SPNCRNA.454		SPNG2036	non-coding RNA
SPNCRNA.4540			non-coding RNA
SPNCRNA.4541			non-coding RNA
SPNCRNA.4542			non-coding RNA
SPNCRNA.4543			non-coding RNA
SPNCRNA.4544			non-coding RNA
SPNCRNA.4545			non-coding RNA
SPNCRNA.4546			non-coding RNA
SPNCRNA.4547			non-coding RNA
SPNCRNA.4548			non-coding RNA
SPNCRNA.4549			non-coding RNA
SPNCRNA.455		SPNG2041	small non-coding RNA
SPNCRNA.4550			non-coding RNA
SPNCRNA.4551			non-coding RNA
SPNCRNA.4552			non-coding RNA
SPNCRNA.4553			non-coding RNA
SPNCRNA.4554			non-coding RNA
SPNCRNA.4555			non-coding RNA
SPNCRNA.4556			non-coding RNA
SPNCRNA.4557			non-coding RNA
SPNCRNA.4558			non-coding RNA
SPNCRNA.4559			non-coding RNA
SPNCRNA.456		SPNG2045	non-coding RNA
SPNCRNA.4560			non-coding RNA
SPNCRNA.4561			non-coding RNA
SPNCRNA.4562			non-coding RNA
SPNCRNA.4563			non-coding RNA
SPNCRNA.4564			non-coding RNA
SPNCRNA.4565			non-coding RNA
SPNCRNA.4566			non-coding RNA
SPNCRNA.4567			non-coding RNA
SPNCRNA.4568			non-coding RNA
SPNCRNA.4569			non-coding RNA
SPNCRNA.457		SPNG2046	non-coding RNA
SPNCRNA.4570			non-coding RNA
SPNCRNA.4571			non-coding RNA
SPNCRNA.4572			non-coding RNA
SPNCRNA.4573			non-coding RNA
SPNCRNA.4574			non-coding RNA
SPNCRNA.4575			non-coding RNA
SPNCRNA.4576			non-coding RNA
SPNCRNA.4577			non-coding RNA
SPNCRNA.4578			non-coding RNA
SPNCRNA.4579			non-coding RNA
SPNCRNA.4580			non-coding RNA
SPNCRNA.4581			non-coding RNA
SPNCRNA.4582			non-coding RNA
SPNCRNA.4583			non-coding RNA
SPNCRNA.4584			non-coding RNA
SPNCRNA.4585			non-coding RNA
SPNCRNA.4586			non-coding RNA
SPNCRNA.4587			non-coding RNA
SPNCRNA.4588			non-coding RNA
SPNCRNA.4589			non-coding RNA
SPNCRNA.4590			non-coding RNA
SPNCRNA.4591			non-coding RNA
SPNCRNA.4592			non-coding RNA
SPNCRNA.4593			non-coding RNA
SPNCRNA.4594			non-coding RNA
SPNCRNA.4595			non-coding RNA
SPNCRNA.4596			non-coding RNA
SPNCRNA.4597			non-coding RNA
SPNCRNA.4598			non-coding RNA
SPNCRNA.4599			non-coding RNA
SPNCRNA.460		SPNG2075	small non-coding RNA, probably longer, possible ght6 antisense
SPNCRNA.4600			non-coding RNA
SPNCRNA.4601			non-coding RNA
SPNCRNA.4602			non-coding RNA
SPNCRNA.4603			non-coding RNA
SPNCRNA.4604	fbp1-ot1		fbp1 upstream regulatory lncRNA a
SPNCRNA.4605			non-coding RNA
SPNCRNA.4606			non-coding RNA
SPNCRNA.4607			non-coding RNA
SPNCRNA.4608			non-coding RNA
SPNCRNA.4609			non-coding RNA
SPNCRNA.4610			non-coding RNA
SPNCRNA.4611			non-coding RNA
SPNCRNA.4612			non-coding RNA
SPNCRNA.4613			non-coding RNA
SPNCRNA.4614			non-coding RNA
SPNCRNA.4615			non-coding RNA
SPNCRNA.4616			non-coding RNA
SPNCRNA.4617			non-coding RNA
SPNCRNA.4618			non-coding RNA
SPNCRNA.4619			non-coding RNA
SPNCRNA.462		SPNG2101	non-coding RNA
SPNCRNA.4620			non-coding RNA
SPNCRNA.4621			non-coding RNA
SPNCRNA.4622			non-coding RNA
SPNCRNA.4623			non-coding RNA
SPNCRNA.4624			non-coding RNA
SPNCRNA.4625			non-coding RNA
SPNCRNA.4626			non-coding RNA
SPNCRNA.4627			non-coding RNA
SPNCRNA.4628			non-coding RNA
SPNCRNA.4629			non-coding RNA
SPNCRNA.463		SPNG2105	small non-coding RNA, stationary phase specific
SPNCRNA.4630			non-coding RNA
SPNCRNA.4631			non-coding RNA
SPNCRNA.4632			non-coding RNA
SPNCRNA.4633			non-coding RNA
SPNCRNA.4634			non-coding RNA
SPNCRNA.4635			non-coding RNA
SPNCRNA.4636			non-coding RNA
SPNCRNA.4637			non-coding RNA
SPNCRNA.4638			non-coding RNA
SPNCRNA.4639			non-coding RNA
SPNCRNA.464		SPNG2106	small non-coding RNA
SPNCRNA.4640			non-coding RNA
SPNCRNA.4641			non-coding RNA
SPNCRNA.4642			non-coding RNA
SPNCRNA.4643			non-coding RNA
SPNCRNA.4644			non-coding RNA
SPNCRNA.4645			non-coding RNA
SPNCRNA.4646			non-coding RNA
SPNCRNA.4647			non-coding RNA
SPNCRNA.4648			non-coding RNA
SPNCRNA.4649			non-coding RNA
SPNCRNA.4650			non-coding RNA
SPNCRNA.4651			non-coding RNA
SPNCRNA.4652			non-coding RNA
SPNCRNA.4653			non-coding RNA
SPNCRNA.4654			non-coding RNA
SPNCRNA.4655			non-coding RNA
SPNCRNA.4656			non-coding RNA
SPNCRNA.4657			non-coding RNA
SPNCRNA.4658			non-coding RNA
SPNCRNA.4659			non-coding RNA
SPNCRNA.466		SPNG2151	non-coding RNA
SPNCRNA.4660			non-coding RNA
SPNCRNA.4661			non-coding RNA
SPNCRNA.4662			non-coding RNA
SPNCRNA.4663			non-coding RNA
SPNCRNA.4664			non-coding RNA
SPNCRNA.4665			non-coding RNA
SPNCRNA.4666			non-coding RNA
SPNCRNA.4667			non-coding RNA
SPNCRNA.4668			non-coding RNA
SPNCRNA.4669			non-coding RNA
SPNCRNA.467		SPNG2152	non-coding RNA
SPNCRNA.4670			non-coding RNA
SPNCRNA.4671			non-coding RNA
SPNCRNA.4672			non-coding RNA
SPNCRNA.4673			non-coding RNA
SPNCRNA.4674			non-coding RNA
SPNCRNA.4676			non-coding RNA
SPNCRNA.4677			non-coding RNA
SPNCRNA.4678			non-coding RNA
SPNCRNA.4679			non-coding RNA
SPNCRNA.4680			non-coding RNA
SPNCRNA.4681			non-coding RNA
SPNCRNA.4682			non-coding RNA
SPNCRNA.4683			non-coding RNA
SPNCRNA.4684			non-coding RNA
SPNCRNA.4685			non-coding RNA
SPNCRNA.4686			non-coding RNA
SPNCRNA.4687			non-coding RNA
SPNCRNA.4688			non-coding RNA
SPNCRNA.4689			non-coding RNA
SPNCRNA.469		SPNG2183	non-coding RNA
SPNCRNA.4690			non-coding RNA
SPNCRNA.4691			non-coding RNA
SPNCRNA.4692			non-coding RNA
SPNCRNA.4693			non-coding RNA
SPNCRNA.4694			non-coding RNA
SPNCRNA.4695			non-coding RNA
SPNCRNA.4696			non-coding RNA
SPNCRNA.4697			non-coding RNA
SPNCRNA.4698			non-coding RNA
SPNCRNA.4699			non-coding RNA
SPNCRNA.47	prl47	SPAC24H6.01c-antisense-1	non-coding RNA
SPNCRNA.4700			non-coding RNA
SPNCRNA.4701			non-coding RNA
SPNCRNA.4702			non-coding RNA
SPNCRNA.4703			non-coding RNA
SPNCRNA.4704			non-coding RNA
SPNCRNA.4705			non-coding RNA
SPNCRNA.4706			non-coding RNA
SPNCRNA.4707			non-coding RNA
SPNCRNA.4708			non-coding RNA
SPNCRNA.4709			non-coding RNA
SPNCRNA.471		SPNG2186	non-coding RNA
SPNCRNA.4710			non-coding RNA
SPNCRNA.4711			non-coding RNA
SPNCRNA.4712			non-coding RNA
SPNCRNA.4713			non-coding RNA
SPNCRNA.4714			non-coding RNA
SPNCRNA.4715			non-coding RNA
SPNCRNA.4716			non-coding RNA
SPNCRNA.4717			non-coding RNA
SPNCRNA.4718			non-coding RNA
SPNCRNA.4719			non-coding RNA
SPNCRNA.472		SPNG2192-93	non-coding RNA
SPNCRNA.4720			non-coding RNA
SPNCRNA.4721			non-coding RNA
SPNCRNA.4722			non-coding RNA
SPNCRNA.4723			non-coding RNA
SPNCRNA.4724			non-coding RNA
SPNCRNA.4725			non-coding RNA
SPNCRNA.4726			non-coding RNA
SPNCRNA.4727			non-coding RNA
SPNCRNA.4728			non-coding RNA
SPNCRNA.4729			non-coding RNA
SPNCRNA.473		SPNG2201	non-coding RNA
SPNCRNA.4730			non-coding RNA
SPNCRNA.4731			non-coding RNA
SPNCRNA.4732			non-coding RNA
SPNCRNA.4733			non-coding RNA
SPNCRNA.4734			non-coding RNA
SPNCRNA.4735			non-coding RNA
SPNCRNA.4736			non-coding RNA
SPNCRNA.4737			non-coding RNA
SPNCRNA.4738			non-coding RNA
SPNCRNA.4739			non-coding RNA
SPNCRNA.4740			non-coding RNA
SPNCRNA.4741			non-coding RNA
SPNCRNA.4742			non-coding RNA
SPNCRNA.4743			non-coding RNA
SPNCRNA.4744			non-coding RNA
SPNCRNA.4745			non-coding RNA
SPNCRNA.4746			non-coding RNA
SPNCRNA.4747			non-coding RNA
SPNCRNA.4748			non-coding RNA
SPNCRNA.4749			non-coding RNA
SPNCRNA.475		SPNG2248	small non-coding RNA
SPNCRNA.4750			non-coding RNA
SPNCRNA.4751			non-coding RNA
SPNCRNA.4752			non-coding RNA
SPNCRNA.4753			non-coding RNA
SPNCRNA.4754			non-coding RNA
SPNCRNA.4755			non-coding RNA
SPNCRNA.4756			non-coding RNA
SPNCRNA.4757			non-coding RNA
SPNCRNA.4758			non-coding RNA
SPNCRNA.4759			non-coding RNA
SPNCRNA.4760			non-coding RNA
SPNCRNA.4761			non-coding RNA
SPNCRNA.4762			non-coding RNA
SPNCRNA.4763			non-coding RNA
SPNCRNA.4764			non-coding RNA
SPNCRNA.4765			non-coding RNA
SPNCRNA.4766			non-coding RNA
SPNCRNA.4767			non-coding RNA
SPNCRNA.4768			non-coding RNA
SPNCRNA.4769			non-coding RNA
SPNCRNA.477		SPNG2259-60	non-coding RNA
SPNCRNA.4770			non-coding RNA
SPNCRNA.4771			non-coding RNA
SPNCRNA.4772			non-coding RNA
SPNCRNA.4773			non-coding RNA
SPNCRNA.4774			non-coding RNA
SPNCRNA.4775			non-coding RNA
SPNCRNA.4776			non-coding RNA
SPNCRNA.4777			non-coding RNA
SPNCRNA.4778			non-coding RNA
SPNCRNA.4779			non-coding RNA
SPNCRNA.478		SPNCRNA.1163,SPNG2263	non-coding RNA, LTR-proximal
SPNCRNA.4780			non-coding RNA
SPNCRNA.4781			non-coding RNA
SPNCRNA.4782			non-coding RNA
SPNCRNA.4783			non-coding RNA
SPNCRNA.4784			non-coding RNA
SPNCRNA.4785			non-coding RNA
SPNCRNA.4786			non-coding RNA
SPNCRNA.4787			non-coding RNA
SPNCRNA.4788			non-coding RNA
SPNCRNA.4789			non-coding RNA
SPNCRNA.4790			non-coding RNA
SPNCRNA.4791			non-coding RNA
SPNCRNA.4792			non-coding RNA
SPNCRNA.4793			non-coding RNA
SPNCRNA.4794			non-coding RNA
SPNCRNA.4795			non-coding RNA
SPNCRNA.4796			non-coding RNA
SPNCRNA.4797			non-coding RNA
SPNCRNA.4798			non-coding RNA
SPNCRNA.4799			non-coding RNA
SPNCRNA.480		SPNG2291	centromere proximal lncRNA
SPNCRNA.4800			non-coding RNA
SPNCRNA.4801			non-coding RNA
SPNCRNA.4802			non-coding RNA
SPNCRNA.4803			non-coding RNA
SPNCRNA.4804			non-coding RNA
SPNCRNA.4805			non-coding RNA
SPNCRNA.4806			non-coding RNA
SPNCRNA.4807			non-coding RNA
SPNCRNA.4808			non-coding RNA
SPNCRNA.4809			non-coding RNA
SPNCRNA.481		SPNG2293	centromere proximal small non-coding RNA
SPNCRNA.4810			non-coding RNA
SPNCRNA.4811			non-coding RNA
SPNCRNA.4812			non-coding RNA
SPNCRNA.4813			non-coding RNA
SPNCRNA.4814			non-coding RNA
SPNCRNA.4815			non-coding RNA
SPNCRNA.4816			non-coding RNA
SPNCRNA.4817			non-coding RNA
SPNCRNA.4818			non-coding RNA
SPNCRNA.4819			non-coding RNA
SPNCRNA.482		SPNG2323	centromeric lncRNA
SPNCRNA.4820			non-coding RNA
SPNCRNA.4821			non-coding RNA
SPNCRNA.4822			non-coding RNA
SPNCRNA.4823			non-coding RNA
SPNCRNA.4824			non-coding RNA
SPNCRNA.4825			non-coding RNA
SPNCRNA.4826			non-coding RNA
SPNCRNA.4827			non-coding RNA
SPNCRNA.4828			non-coding RNA
SPNCRNA.4829			non-coding RNA
SPNCRNA.483		SPNG2325	centromeric small non-coding RNA
SPNCRNA.4830			non-coding RNA
SPNCRNA.4831			non-coding RNA
SPNCRNA.4832			non-coding RNA
SPNCRNA.4833			non-coding RNA
SPNCRNA.4834			non-coding RNA
SPNCRNA.4835			non-coding RNA
SPNCRNA.4836			non-coding RNA
SPNCRNA.4837			non-coding RNA
SPNCRNA.4838			non-coding RNA
SPNCRNA.4839			non-coding RNA
SPNCRNA.484		SPNG2327	centromeric small non-coding RNA
SPNCRNA.4840			non-coding RNA
SPNCRNA.4841			non-coding RNA
SPNCRNA.4842			non-coding RNA
SPNCRNA.4843			non-coding RNA
SPNCRNA.4844			non-coding RNA
SPNCRNA.4845			non-coding RNA
SPNCRNA.4846			non-coding RNA
SPNCRNA.4847			non-coding RNA
SPNCRNA.4848			non-coding RNA
SPNCRNA.4849			non-coding RNA
SPNCRNA.485		SPNG2330	centromeric lncRNA
SPNCRNA.4850			non-coding RNA
SPNCRNA.4851			non-coding RNA
SPNCRNA.4852			non-coding RNA
SPNCRNA.4853			non-coding RNA
SPNCRNA.4854			non-coding RNA
SPNCRNA.4855			non-coding RNA
SPNCRNA.4856			non-coding RNA
SPNCRNA.4857			non-coding RNA
SPNCRNA.4858			non-coding RNA
SPNCRNA.4859			non-coding RNA
SPNCRNA.486		SPNG2370	non-coding RNA
SPNCRNA.4860			non-coding RNA
SPNCRNA.4861			non-coding RNA
SPNCRNA.4862			non-coding RNA
SPNCRNA.4863			non-coding RNA
SPNCRNA.4864			non-coding RNA
SPNCRNA.4865			non-coding RNA
SPNCRNA.4866			non-coding RNA
SPNCRNA.4867			non-coding RNA
SPNCRNA.4868			non-coding RNA
SPNCRNA.4869			non-coding RNA
SPNCRNA.487		SPNG2378	non-coding RNA
SPNCRNA.4870			non-coding RNA
SPNCRNA.4871			non-coding RNA
SPNCRNA.4872			non-coding RNA
SPNCRNA.4873			non-coding RNA
SPNCRNA.4874			non-coding RNA
SPNCRNA.4875			non-coding RNA
SPNCRNA.4876			non-coding RNA
SPNCRNA.4877			non-coding RNA
SPNCRNA.4878			non-coding RNA
SPNCRNA.4879			non-coding RNA
SPNCRNA.488		SPNG2399	non-coding RNA
SPNCRNA.4880			non-coding RNA
SPNCRNA.4881			non-coding RNA
SPNCRNA.4882			non-coding RNA
SPNCRNA.4883			non-coding RNA
SPNCRNA.4884			non-coding RNA
SPNCRNA.4885			non-coding RNA
SPNCRNA.4886			non-coding RNA
SPNCRNA.4887			non-coding RNA
SPNCRNA.4888			non-coding RNA
SPNCRNA.4889			non-coding RNA
SPNCRNA.4890			non-coding RNA
SPNCRNA.4891			non-coding RNA
SPNCRNA.4892			non-coding RNA
SPNCRNA.4893			non-coding RNA
SPNCRNA.4894			non-coding RNA
SPNCRNA.4895			non-coding RNA
SPNCRNA.4896			non-coding RNA
SPNCRNA.4897			non-coding RNA
SPNCRNA.4898			non-coding RNA
SPNCRNA.4899			non-coding RNA
SPNCRNA.4900			non-coding RNA
SPNCRNA.4901			non-coding RNA
SPNCRNA.4902			non-coding RNA
SPNCRNA.4903			non-coding RNA
SPNCRNA.4904			non-coding RNA
SPNCRNA.4905			non-coding RNA
SPNCRNA.4906			non-coding RNA
SPNCRNA.4907			non-coding RNA
SPNCRNA.4908			non-coding RNA
SPNCRNA.4909			non-coding RNA
SPNCRNA.491		SPNG2405	non-coding RNA
SPNCRNA.4910			non-coding RNA
SPNCRNA.4911			non-coding RNA
SPNCRNA.4912			non-coding RNA
SPNCRNA.4913			non-coding RNA
SPNCRNA.4914			non-coding RNA
SPNCRNA.4915			non-coding RNA
SPNCRNA.4916			non-coding RNA
SPNCRNA.4917			non-coding RNA
SPNCRNA.4918			non-coding RNA
SPNCRNA.4919			non-coding RNA
SPNCRNA.4920			non-coding RNA
SPNCRNA.4921			non-coding RNA
SPNCRNA.4922			non-coding RNA
SPNCRNA.4923			non-coding RNA
SPNCRNA.4924			non-coding RNA
SPNCRNA.4925			non-coding RNA
SPNCRNA.4926			non-coding RNA
SPNCRNA.4927			non-coding RNA
SPNCRNA.4928			non-coding RNA
SPNCRNA.4929			non-coding RNA
SPNCRNA.493		SPNG2419	non-coding RNA
SPNCRNA.4930			non-coding RNA
SPNCRNA.4931			non-coding RNA
SPNCRNA.4932			non-coding RNA
SPNCRNA.4933			non-coding RNA
SPNCRNA.4934			non-coding RNA
SPNCRNA.4935			non-coding RNA
SPNCRNA.4936			non-coding RNA
SPNCRNA.4937			non-coding RNA
SPNCRNA.4938			non-coding RNA
SPNCRNA.4939			non-coding RNA
SPNCRNA.4940			non-coding RNA
SPNCRNA.4941			non-coding RNA
SPNCRNA.4942			non-coding RNA
SPNCRNA.4943			non-coding RNA
SPNCRNA.4944			non-coding RNA
SPNCRNA.4945			non-coding RNA
SPNCRNA.4946			non-coding RNA
SPNCRNA.4947			non-coding RNA
SPNCRNA.4948			non-coding RNA
SPNCRNA.4949			non-coding RNA
SPNCRNA.4950			non-coding RNA
SPNCRNA.4951			non-coding RNA
SPNCRNA.4952			non-coding RNA
SPNCRNA.4953			non-coding RNA
SPNCRNA.4954			non-coding RNA
SPNCRNA.4955			non-coding RNA
SPNCRNA.4956			non-coding RNA
SPNCRNA.4957			non-coding RNA
SPNCRNA.4958			non-coding RNA
SPNCRNA.4959			non-coding RNA
SPNCRNA.4960			non-coding RNA
SPNCRNA.4961			non-coding RNA
SPNCRNA.4962			non-coding RNA
SPNCRNA.4963			non-coding RNA
SPNCRNA.4964			non-coding RNA
SPNCRNA.4965			non-coding RNA
SPNCRNA.4966			non-coding RNA
SPNCRNA.4967			non-coding RNA
SPNCRNA.4968			non-coding RNA
SPNCRNA.4969			non-coding RNA
SPNCRNA.497	snR48		small non-coding RNA snR48
SPNCRNA.4970			non-coding RNA
SPNCRNA.4971			non-coding RNA
SPNCRNA.4972			non-coding RNA
SPNCRNA.4973			non-coding RNA
SPNCRNA.4974			non-coding RNA
SPNCRNA.4975			non-coding RNA
SPNCRNA.4976			non-coding RNA
SPNCRNA.4977			non-coding RNA
SPNCRNA.4978			non-coding RNA
SPNCRNA.4979			non-coding RNA
SPNCRNA.498			candidate snoRNA
SPNCRNA.4980			non-coding RNA
SPNCRNA.4981			non-coding RNA
SPNCRNA.4982			non-coding RNA
SPNCRNA.4983			non-coding RNA
SPNCRNA.4984			non-coding RNA
SPNCRNA.4985			non-coding RNA
SPNCRNA.4986			non-coding RNA
SPNCRNA.4987			non-coding RNA
SPNCRNA.4988			non-coding RNA
SPNCRNA.4989			non-coding RNA
SPNCRNA.499	snR191	SNORNA.55	small nucleolar RNA snR191
SPNCRNA.4990			non-coding RNA
SPNCRNA.4991			non-coding RNA
SPNCRNA.4992			non-coding RNA
SPNCRNA.4993			non-coding RNA
SPNCRNA.4994			non-coding RNA
SPNCRNA.4995			non-coding RNA
SPNCRNA.4996			non-coding RNA
SPNCRNA.4997			non-coding RNA
SPNCRNA.4998			non-coding RNA
SPNCRNA.4999			non-coding RNA
SPNCRNA.50	prl50		non-coding RNA, poly(A)-bearing
SPNCRNA.500		SPNG2489	non-coding RNA
SPNCRNA.5000			non-coding RNA
SPNCRNA.5001			non-coding RNA
SPNCRNA.5002			non-coding RNA
SPNCRNA.5003			non-coding RNA
SPNCRNA.5004			non-coding RNA
SPNCRNA.5005			non-coding RNA
SPNCRNA.5006			non-coding RNA
SPNCRNA.5007			non-coding RNA
SPNCRNA.5008			non-coding RNA
SPNCRNA.5009			non-coding RNA
SPNCRNA.501		SPNG2491	non-coding RNA
SPNCRNA.5010			non-coding RNA
SPNCRNA.5011			non-coding RNA
SPNCRNA.5012			non-coding RNA
SPNCRNA.5013			non-coding RNA
SPNCRNA.5014			non-coding RNA
SPNCRNA.5015			non-coding RNA
SPNCRNA.5016			non-coding RNA
SPNCRNA.5017			non-coding RNA
SPNCRNA.5018			non-coding RNA
SPNCRNA.5019			non-coding RNA
SPNCRNA.5020			non-coding RNA
SPNCRNA.5021			non-coding RNA
SPNCRNA.5022			non-coding RNA
SPNCRNA.5023			non-coding RNA
SPNCRNA.5024			non-coding RNA
SPNCRNA.5025			non-coding RNA
SPNCRNA.5026			non-coding RNA
SPNCRNA.5027			non-coding RNA
SPNCRNA.5028			non-coding RNA
SPNCRNA.5029			non-coding RNA
SPNCRNA.5030			non-coding RNA
SPNCRNA.5031			non-coding RNA
SPNCRNA.5032			non-coding RNA
SPNCRNA.5033			non-coding RNA
SPNCRNA.5034			non-coding RNA
SPNCRNA.5035			non-coding RNA
SPNCRNA.5036			non-coding RNA
SPNCRNA.5037			non-coding RNA
SPNCRNA.5038			non-coding RNA
SPNCRNA.5039			non-coding RNA
SPNCRNA.5040			non-coding RNA
SPNCRNA.5041			non-coding RNA
SPNCRNA.5042			non-coding RNA
SPNCRNA.5043			non-coding RNA
SPNCRNA.5044			non-coding RNA
SPNCRNA.5045			non-coding RNA
SPNCRNA.5046			non-coding RNA
SPNCRNA.5047			non-coding RNA
SPNCRNA.5048			non-coding RNA
SPNCRNA.5049			non-coding RNA
SPNCRNA.505		SPNG2522	non-coding RNA
SPNCRNA.5050			non-coding RNA
SPNCRNA.5051			non-coding RNA
SPNCRNA.5052			non-coding RNA
SPNCRNA.5053			non-coding RNA
SPNCRNA.5054			non-coding RNA
SPNCRNA.5055			non-coding RNA
SPNCRNA.5056			non-coding RNA
SPNCRNA.5057			non-coding RNA
SPNCRNA.5058			non-coding RNA
SPNCRNA.5059			non-coding RNA
SPNCRNA.506		SPNG2525	non-coding RNA
SPNCRNA.5060			non-coding RNA
SPNCRNA.5061			non-coding RNA
SPNCRNA.5062			non-coding RNA
SPNCRNA.5063			non-coding RNA
SPNCRNA.5064			non-coding RNA
SPNCRNA.5065			non-coding RNA
SPNCRNA.5066			non-coding RNA
SPNCRNA.5067			non-coding RNA
SPNCRNA.5068			non-coding RNA
SPNCRNA.5069			non-coding RNA
SPNCRNA.5070			non-coding RNA
SPNCRNA.5071			non-coding RNA
SPNCRNA.5072			non-coding RNA
SPNCRNA.5073			non-coding RNA
SPNCRNA.5074			non-coding RNA
SPNCRNA.5075			non-coding RNA
SPNCRNA.5076			non-coding RNA
SPNCRNA.5077			non-coding RNA
SPNCRNA.5078			non-coding RNA
SPNCRNA.5079			non-coding RNA
SPNCRNA.5080			non-coding RNA
SPNCRNA.5081			non-coding RNA
SPNCRNA.5082			non-coding RNA
SPNCRNA.5083			non-coding RNA
SPNCRNA.5084			non-coding RNA
SPNCRNA.5085			non-coding RNA
SPNCRNA.5086			non-coding RNA
SPNCRNA.5087			non-coding RNA
